energy	As(10A)_mp11	CdAs_mp7373	TeAs_mp10051	CdAs2-mp471	Te3As2-mp484_merged	Te3As2_mp484_As3	Te3As2_mp484_As4	Cd3As2_(cod945)_merged	Cd3As2_COD945_As4	Cd3As2_COD945_As5	Cd3As2_COD945_As6	As_mp-1238842_merged	As_mp-1238842_As1	As_mp-1238842_As0	As_mp-1182332	As_mp-1096826	As_mp-158	As_mp11	As_mp10	CdAs3_mp-1183659	Cd3As_mp-1183587	Te3As2_mp-9897	TeAs2_mp-1217320	As2Se_mp-1228838	As2Se3_mp-909_merged	As2Se3_mp-909_As0	As2Se3_mp-909_As1	As2Se3_mp-1078443_merged	As2Se3_mp-1078443_As0	As2Se3_mp-1078443_As1	As4Se3_mp-1194350_merged	As4Se3_mp-1194350_As2	As4Se3_mp-1194350_As1	As4Se3_mp-1194350_As0	AsCl3_cod4317526	AsCl3_mp-23280_symmetrized	AsCl3O_mp-29863_symmetrized																																																												
11874.108	0.86398152	1.1240454	0.72593382	1.1841825	0.80426388	0.87540134	0.74209705	0.97260322	0.96287151	0.98382078	0.98149808	0.88685241	0.99403129	0.83268081	1.3110925	0.58032573	1.2792943	0.86398152	0.71638397	0.79645371	0.75663853	0.74222552	0.87685079	0.87752209	1.0631577	1.0808669	1.0454297	0.99137194	1.1018075	0.88888751	0.99453971	1.0491404	0.88077487	1.0247524	1.3543742	1.1029162	1.3747326																																																												
11874.836	0.92966493	1.1316508	0.7696368	1.1775432	0.80507919	0.86461301	0.75304854	0.99710206	0.99044377	1.0079338	1.0002392	0.90354669	1.0175172	0.84594238	1.361384	0.67276176	1.3100487	0.92966493	0.75307901	0.77830807	0.79108716	0.76961891	0.86954042	0.88852471	1.0268167	1.0310032	1.0226257	0.99114798	1.0873539	0.9018446	0.97063759	1.027714	0.89594876	0.98008668	1.2261772	1.0171158	1.2917957																																																												
11875.602	0.98498983	1.1266225	0.81070973	1.1744785	0.8037639	0.84909048	0.76410017	1.0596557	1.0550399	1.0736263	1.0559097	0.887443	0.97783678	0.84175512	1.4171548	0.75783919	1.2990333	0.98498983	0.80228853	0.77835217	0.81777259	0.79486354	0.87928527	0.90675433	1.0020323	0.99492261	1.0091495	0.97981922	1.0552664	0.9097847	0.96120924	1.0173095	0.92770381	0.95059324	1.1238029	0.95870313	1.2257975																																																												
11876.405	1.0153772	1.0978836	0.84668668	1.1570176	0.80512472	0.83806085	0.77617552	1.1371109	1.1325088	1.1517448	1.1333896	0.87894379	0.92315332	0.85659888	1.3964643	0.81714178	1.2276597	1.0153772	0.83818659	0.80164232	0.81407444	0.81944073	0.8964476	0.92593133	0.99172282	0.97964954	1.003809	0.96204078	1.0175702	0.91048374	0.96196596	1.008194	0.96549474	0.93766425	1.0495659	0.91221323	1.1730016																																																												
11877.245	1.0260037	1.0610166	0.87543907	1.1057898	0.81784657	0.84379205	0.79490477	1.1887757	1.1809476	1.1939763	1.2017197	0.89715121	0.89081892	0.90035174	1.2767096	0.86346513	1.1291112	1.0260037	0.8610661	0.82883794	0.79075037	0.84387981	0.9148042	0.94194433	0.99022947	0.97893562	1.0015354	0.94251475	0.98249186	0.90537559	0.96811307	0.99533876	0.99650226	0.94067411	0.99028657	0.87620168	1.1324464																																																												
11878.122	1.021595	1.0262207	0.90102403	1.0323939	0.84738518	0.87100588	0.82643413	1.1689528	1.1574343	1.1585575	1.2049124	0.93138868	0.88748437	0.9535793	1.1409099	0.90380331	1.0489749	1.021595	0.88371087	0.85173837	0.77332903	0.86827011	0.93459551	0.95619952	0.99044662	0.98234191	0.99855998	0.93006267	0.95778504	0.90426452	0.975817	0.98335553	1.0117395	0.95417258	0.93927544	0.86482335	1.1010651																																																												
11879.037	1.0121	0.99039187	0.93042355	0.97903111	0.89239364	0.91284851	0.87419981	1.0825266	1.0732961	1.0645567	1.1204694	0.96810272	0.91035561	0.99728994	1.0439007	0.9347186	0.9998623	1.0121	0.91283811	0.88277397	0.78245038	0.89622424	0.95687509	0.97103567	0.9910135	0.98591918	0.99611325	0.93499814	0.95329934	0.91793305	0.98349918	0.97939429	1.013442	0.97039401	0.90929506	0.89080624	1.0766411																																																												
11879.989	1.0062769	0.95867462	0.96727541	0.96321089	0.94805972	0.96189343	0.93571559	0.9934122	0.99114752	0.97791353	1.013808	0.99977877	0.95595527	1.0219286	0.98741279	0.96470532	0.97209464	1.0062769	0.95301102	0.92775468	0.82849303	0.93698349	0.97956894	0.98510612	0.99379059	0.99100072	0.99658343	0.95758551	0.96812558	0.94774058	0.99152098	0.98482983	1.0099891	0.98530173	0.91536532	0.94783868	1.0574135																																																												
11880.978	1.0080611	0.94473877	1.0156449	0.97317092	1.0049428	1.0106909	0.99978354	0.94548462	0.94767648	0.9355252	0.95097346	1.0211727	1.0113751	1.0261246	0.96554608	1.007778	0.95991783	1.0080611	0.99752603	0.97747716	0.91268038	0.99828093	1.0019201	0.99504806	0.99847791	0.99757868	0.9993781	0.98830735	0.99270328	0.98419346	1.0008088	0.99777051	1.0070343	0.99905695	0.95523487	1.0092642	1.043571																																																												
11882.005	1.0119212	0.94976163	1.0717621	0.98293516	1.0471251	1.0431352	1.0505535	0.9354914	0.93654412	0.93391046	0.93516344	1.0326434	1.0513408	1.0231932	0.97202339	1.0506394	0.96494829	1.0119212	1.0285668	1.0152423	1.0125251	1.0687975	1.0239394	0.999324	1.0023052	1.0033872	1.001222	1.0134041	1.0149343	1.0119885	1.0088963	1.0135462	1.0042436	1.0091359	1.0110165	1.0461255	1.0329992																																																												
11883.069	1.0068416	0.96527163	1.0972196	0.98273666	1.0598971	1.0432492	1.0744181	0.941697	0.93889882	0.94781974	0.94170733	1.0351246	1.0585703	1.0232744	0.99443819	1.0505073	0.98395043	1.0068416	1.0400641	1.0291776	1.0792432	1.1016244	1.0390079	0.9993431	1.0029231	1.0058053	1.0000379	1.0210992	1.0228071	1.0195045	1.0100663	1.0209753	0.99918933	1.0104969	1.0584986	1.0473668	1.0146282																																																												
11884.171	0.99866837	0.99010541	1.0531947	0.98756569	1.0454558	1.0206513	1.0669844	0.95959119	0.95563272	0.9647117	0.96281492	1.0265296	1.0382258	1.020618	1.0163716	1.0104184	1.0109371	0.99866837	1.0351549	1.0317774	1.0959412	1.0670913	1.0378387	1.000745	0.99989053	1.0030479	0.99672982	1.0139257	1.0145657	1.0132929	1.0027599	1.0127553	0.99271715	1.003013	1.0763316	1.0195573	0.98493404																																																												
11885.31	1.0002195	1.0202846	0.9930976	1.0024718	1.0187862	0.99598671	1.0384408	1.0005441	1.0001321	1.0007567	1.0014907	1.0109742	1.0093004	1.0118203	1.0249977	0.98472727	1.0357093	1.0002195	1.0246491	1.0264378	1.087652	1.0160143	1.0208855	1.0093183	0.99742902	0.99907428	0.995782	1.0080752	1.0042499	1.0115784	0.99419394	0.99831597	0.98831792	0.99478995	1.0643768	0.98592587	0.95706738																																																												
11886.486	1.0029727	1.0414432	0.96935948	1.0180906	0.9911086	0.97570792	1.0042323	1.0468064	1.050086	1.045363	1.0420076	0.99344183	0.98547766	0.99746717	1.022556	0.97087092	1.0458242	1.0029727	1.0186899	1.0157879	1.073505	0.98310725	0.99614912	1.0205776	0.99977079	0.9995781	0.99996369	1.0096135	1.0026981	1.0160102	0.99432238	0.99358939	0.99079143	0.9961906	1.0349044	0.97468219	0.94177565																																																												
11887.699	0.99746067	1.0525272	0.96190805	1.0283426	0.97225115	0.96681635	0.97670503	1.080162	1.0844556	1.0787628	1.0732275	0.97474097	0.96991757	0.97717887	1.0193089	0.96424918	1.0438986	0.99746067	1.0070327	1.0047938	1.0580086	0.96540422	0.97158917	1.0228229	1.0025978	1.0018157	1.0033807	1.0108738	1.0033825	1.0178112	0.99897806	0.9946108	0.997584	1.001771	1.0039779	0.98136983	0.94558938																																																												
11888.95	0.98875952	1.0570168	0.95083883	1.0354148	0.966824	0.97465884	0.95979905	1.0977237	1.1009731	1.0983647	1.0908778	0.95909142	0.9645302	0.95634249	1.0165537	0.96519679	1.0360987	0.98875952	0.9908449	0.99907328	1.0382585	0.95534073	0.9526721	1.0131483	1.0037992	1.0030266	1.0045726	1.0103505	1.003529	1.016668	1.001527	0.99469678	1.0024423	1.0043627	0.98600997	0.99235872	0.96248897																																																												
11890.238	0.98206329	1.0567599	0.94441629	1.0398603	0.97128769	0.99365749	0.95165268	1.0952961	1.0961478	1.1006703	1.0885653	0.94895814	0.96620762	0.9402397	1.0133358	0.97501	1.0245655	0.98206329	0.97604767	1.001869	1.0121935	0.95154184	0.9462851	0.99964308	1.003753	1.0028991	1.0046078	1.0088978	1.0031524	1.014221	1.0018088	0.99469502	1.0033896	1.0044192	0.97883717	1.0037635	0.97717028																																																												
11891.564	0.97967231	1.0523526	0.95076375	1.0405835	0.97959736	1.0102859	0.95276136	1.0744374	1.0726963	1.0863059	1.066411	0.94693524	0.97142545	0.93455711	1.0090193	0.99463011	1.010352	0.97967231	0.96597943	1.0109162	0.98360842	0.9563075	0.95986217	0.98776218	1.002962	1.0019251	1.004	1.0066503	1.0020249	1.0109407	1.0007461	0.99525006	1.0010175	1.0032208	0.97955265	1.0126654	0.98644455																																																												
11892.927	0.98213296	1.0443897	0.95836568	1.0365968	0.98488564	1.0124911	0.96081658	1.0408674	1.0375976	1.0578761	1.0306943	0.95540624	0.97851528	0.9437262	1.0041839	1.0196964	0.99628664	0.98213296	0.9609786	1.0179753	0.96137637	0.96537792	0.98388989	0.9796686	1.0018523	1.0007554	1.0029503	1.0030984	0.99956312	1.0063834	0.99924081	0.99650538	0.9972982	1.0014921	0.98506691	1.0159732	0.99156848																																																												
11894.327	0.98888745	1.0311016	0.95845535	1.0257271	0.98565997	1.0042368	0.96945082	1.0011527	0.99807842	1.0171552	0.99141118	0.97452841	0.98773654	0.9678526	0.99951983	1.0392694	0.98549881	0.98888745	0.96206497	1.0163859	0.95073876	0.96995808	0.99920869	0.98110599	1.0008065	0.99994982	1.0016641	0.99804214	0.99564644	1.0002753	0.99802049	0.99798817	0.9947041	0.99966411	0.99187683	1.0126242	0.99609182																																																												
11895.764	0.99877599	1.0096735	0.96703657	1.0068309	0.98834618	0.99700665	0.98071443	0.96288167	0.96136259	0.96918663	0.95948648	1.0011961	1.0000525	1.0017742	0.99535982	1.0425363	0.9799125	0.99877599	0.97204564	1.0062818	0.95249921	0.97618202	0.99380717	0.99345952	0.99985374	0.99949523	1.0002126	0.99302952	0.99236093	0.99366445	0.99763768	0.99935451	0.99507606	0.99807135	0.99664579	1.004944	1.003344																																																												
11897.239	1.009317	0.97859801	1.0008198	0.98217095	0.99876207	0.99487213	1.0020318	0.9305519	0.93107664	0.92016853	0.93952838	1.0290375	1.0144638	1.0364035	0.99119471	1.0231846	0.97991245	1.009317	0.99371993	0.99160546	0.96645405	0.9986284	0.98810193	1.0052023	0.99882463	0.99905118	0.99859783	0.98999653	0.99239089	0.98779524	0.99853346	1.0010189	0.99881298	0.99719088	0.99796584	0.99623208	1.0150651																																																												
11898.751	1.0175291	0.94159778	1.0590948	0.95714844	1.0194922	1.0002133	1.0361532	0.90614111	0.90875964	0.87632169	0.93020223	1.0481375	1.0261754	1.0592377	0.98642131	0.98729245	0.98407533	1.0175291	1.027554	0.9762322	0.99136366	1.0407069	1.0203089	1.0078516	0.99719936	0.99792711	0.99647083	0.98987116	0.99703956	0.98324804	1.0007366	1.0034025	1.0050623	0.99730694	0.99695879	0.98839773	1.0322775																																																												
11900.301	1.021953	0.9043579	1.133049	0.93640757	1.0511328	1.0145558	1.0828324	0.88585145	0.89101318	0.83801768	0.92268774	1.049227	1.0284213	1.0597428	0.98095168	0.94879909	0.99006313	1.021953	1.0701347	0.96253833	1.0263233	1.0984819	1.0803548	1.0082367	0.99414051	0.99506475	0.99321529	0.99174235	1.004915	0.97955813	1.0038793	1.0064606	1.0125975	0.99830921	0.99592825	0.98264725	1.0550675																																																												
11901.888	1.0222741	0.87243805	1.2072299	0.92243484	1.0920131	1.0356025	1.1409995	0.8607753	0.86904346	0.8004321	0.90368435	1.0299196	1.016998	1.0364505	0.97480978	0.91831304	0.99639545	1.0222741	1.1148941	0.95189517	1.0710831	1.1643289	1.1161589	1.0121819	0.98858989	0.98907765	0.98810161	0.99300101	1.0120709	0.97535425	1.0073455	1.0088448	1.0205033	1.000085	0.99715392	0.98124305	1.0827973																																																												
11903.512	1.0179986	0.85000712	1.2563762	0.91502457	1.135779	1.0580027	1.2034374	0.82532329	0.83580337	0.76005457	0.86846269	0.99437375	0.99149765	0.99582742	0.96796026	0.89792837	1.0030192	1.0179986	1.1512668	0.94513805	1.1233575	1.2222719	1.1384204	1.0186968	0.97959513	0.97891142	0.98027957	0.99164085	1.0151027	0.96992599	1.010351	1.0084533	1.0277043	1.0026242	1.0016882	0.98708738	1.1140819																																																												
11905.173	1.0091481	0.83984157	1.2662748	0.9119898	1.1726413	1.0768766	1.2560393	0.78426282	0.79422641	0.72111871	0.82613947	0.9507027	0.95572253	0.94816552	0.96054418	0.88405952	1.0102298	1.0091481	1.1662978	0.94288055	1.1714941	1.2553387	1.1655904	1.0276977	0.96688988	0.96443901	0.96934336	0.98742978	1.0129977	0.96376717	1.0121873	1.0038126	1.0327238	1.0059701	1.0091608	1.0018242	1.1478489																																																												
11906.872	0.99739021	0.84242661	1.2504229	0.90942063	1.1951152	1.0910435	1.2857581	0.74792282	0.75514513	0.69287332	0.78715131	0.90738964	0.91637009	0.90285063	0.95319256	0.87247258	1.0174513	0.99739021	1.1535535	0.94528033	1.1997674	1.2602881	1.1955535	1.0405867	0.95075632	0.94639358	0.95512372	0.98100429	1.0063182	0.9575843	1.0122151	0.99424792	1.0339196	1.0099966	1.0185922	1.0249361	1.1840244																																																												
11908.608	0.98607958	0.85549582	1.2298073	0.90379029	1.202428	1.1017747	1.2900817	0.72321165	0.72820017	0.68089898	0.75416232	0.87073744	0.87985049	0.86613141	0.94654863	0.85958467	1.0231992	0.98607958	1.1195461	0.9520116	1.205923	1.2486702	1.225662	1.0583629	0.93211844	0.92633602	0.93790703	0.97244374	0.99518514	0.95141879	1.0100011	0.97992232	1.0310017	1.0139127	1.030081	1.0544847	1.2235912																																																												
11910.382	0.97902432	0.87607863	1.2159559	0.89479204	1.1996336	1.1105406	1.2771888	0.71176298	0.71748387	0.68304789	0.7274978	0.84365366	0.84959031	0.84065308	0.94097508	0.84346398	1.0255536	0.97902432	1.0784837	0.96045571	1.2018645	1.2339545	1.2568426	1.0805938	0.91208358	0.90601629	0.91815735	0.96078677	0.97851856	0.94441759	1.005295	0.96156075	1.0252597	1.0162394	1.0449844	1.0879939	1.2677494																																																												
11912.193	0.9786579	0.90070125	1.2133375	0.88679911	1.1932154	1.1184545	1.2583042	0.7113084	0.72045386	0.69283777	0.70964022	0.82499408	0.82497535	0.82500354	0.9362543	0.82410651	1.0224232	0.9786579	1.0398377	0.9645665	1.1921937	1.22399	1.2895709	1.1051392	0.89139318	0.88651513	0.89627645	0.94597668	0.95625614	0.93652676	0.99773884	0.93999011	1.0187449	1.0148361	1.0650009	1.1233501	1.3169868																																																												
11914.041	0.98526557	0.92384097	1.2203881	0.88529809	1.1872456	1.1259447	1.2406502	0.71798722	0.73095744	0.70523428	0.7026234	0.81071676	0.80357677	0.81432552	0.93220769	0.80018453	1.012631	0.98526557	1.0062915	0.95702181	1.1713282	1.2203769	1.3181717	1.1292051	0.87037503	0.8678807	0.87287204	0.92998915	0.93079102	0.92933625	0.98729886	0.9165459	1.0131726	1.0081247	1.0907234	1.1586113	1.3707139																																																												
