X1        As_mp11    X2         CdAs_mp7373    X3        TeAs_mp10051    X4         CdAs2_mp471    X5  Te3As2_mp484    X6  Cd3As2_cod945    X7  As_mp1238842    X8       As_mp1182332    X9       As_mp1096826    X10          As_mp158    X11            As_mp10    X12   CdAs3_mp1183659    X13   Cd3As_mp1183587    X14   TeAs2_mp1217320    X15   As2Se_mp1228838    X16 As2Se3_mp909    X17 As2Se3_mp1078443    X18 As4Se3_mp1194350    X19   AsCl3_cod4317526    X20 AsCl3_mp23280    X21 AsCl3O_mp29863  
 11868.62200  1.352778014  11868.62200  0.941042740  11868.62200  2.064783380  11868.62200  0.922755991  11868.62200  0.705184433  11868.62200  0.938897135  11868.62200  2.001219981  11868.62200  0.891466703  11868.62200  1.258341320  11868.62200  1.156703707  11868.62200  3.162271828  11868.62200  1.145767373  11868.62200  1.633587827  11868.62200  1.043964661  11868.62200  0.839178684  11868.62200  1.012905773  11868.62200  0.565926139  11868.62200  1.408359470  11868.62200  1.074176930  11868.62200  1.333360377  11868.62200  2.271431093
 11869.24900  1.383532624  11869.24900  0.968576096  11869.24900  1.728231989  11869.24900  0.897914711  11869.24900  0.760729503  11869.24900  0.984839302  11869.24900  1.888477331  11869.24900  1.013516576  11869.24900  1.251012050  11869.24900  1.134553431  11869.24900  3.128020871  11869.24900  1.004488025  11869.24900  1.783716062  11869.24900  1.431234357  11869.24900  0.961990422  11869.24900  1.130631011  11869.24900  0.597197194  11869.24900  1.487130484  11869.24900  1.108789768  11869.24900  1.420783863  11869.24900  2.478889887
 11869.87500  1.340616004  11869.87500  0.966515889  11869.87500  1.376767670  11869.87500  0.872054051  11869.87500  0.841559753  11869.87500  0.974890960  11869.87500  1.634616101  11869.87500  1.124072780  11869.87500  1.134223424  11869.87500  1.102940272  11869.87500  2.894128533  11869.87500  0.838314851  11869.87500  1.866987426  11869.87500  1.703633041  11869.87500  0.983332921  11869.87500  1.200746788  11869.87500  0.647296324  11869.87500  1.504380233  11869.87500  1.158871118  11869.87500  1.478851344  11869.87500  2.582783152
 11870.50200  1.242152946  11870.50200  0.956751332  11870.50200  1.132569261  11870.50200  0.883661287  11870.50200  0.948974218  11870.50200  0.941317071  11870.50200  1.319544579  11870.50200  1.211793263  11870.50200  0.949577806  11870.50200  1.090603384  11870.50200  2.537969316  11870.50200  0.730632139  11870.50200  1.835594995  11870.50200  1.849600293  11870.50200  0.954329286  11870.50200  1.231487024  11870.50200  0.716412348  11870.50200  1.480636156  11870.50200  1.209739859  11870.50200  1.503296102  11870.50200  2.543983761
 11871.12900  1.102865314  11871.12900  0.941884079  11871.12900  1.035108907  11871.12900  0.927374330  11871.12900  1.055495872  11871.12900  0.891145768  11871.12900  1.056935369  11871.12900  1.251993813  11871.12900  0.751911861  11871.12900  1.101290690  11871.12900  2.137831446  11871.12900  0.698072458  11871.12900  1.674467901  11871.12900  1.889525197  11871.12900  0.909427756  11871.12900  1.238202976  11871.12900  0.794435365  11871.12900  1.424925325  11871.12900  1.253374356  11871.12900  1.477387049  11871.12900  2.349476682
 11871.75500  0.961825940  11871.75500  0.922478680  11871.75500  1.058806129  11871.75500  0.970493155  11871.75500  1.123687775  11871.75500  0.827420567  11871.75500  0.917252481  11871.75500  1.242214717  11871.75500  0.594563016  11871.75500  1.129067873  11871.75500  1.755641687  11871.75500  0.719586061  11871.75500  1.478143558  11871.75500  1.849098357  11871.75500  0.870374996  11871.75500  1.232396416  11871.75500  0.867123283  11871.75500  1.347040325  11871.75500  1.284822222  11871.75500  1.391882008  11871.75500  2.074674739
 11872.38200  0.862030063  11872.38200  0.902820003  11872.38200  1.170965478  11872.38200  0.981947590  11872.38200  1.147282613  11872.38200  0.765006302  11872.38200  0.893895088  11872.38200  1.207858079  11872.38200  0.499948966  11872.38200  1.168163169  11872.38200  1.411346347  11872.38200  0.767351698  11872.38200  1.318618047  11872.38200  1.756106547  11872.38200  0.844479180  11872.38200  1.216646621  11872.38200  0.927311562  11872.38200  1.261864946  11872.38200  1.297084054  11872.38200  1.263716157  11872.38200  1.805089973
 11872.76400  0.838197678  11872.76400  0.893286933  11872.76400  1.263350450  11872.76400  0.972436310  11872.76400  1.145782773  11872.76400  0.734069094  11872.76400  0.932668931  11872.76400  1.188404471  11872.76400  0.483780723  11872.76400  1.195173429  11872.76400  1.256469599  11872.76400  0.792478528  11872.76400  1.250993330  11872.76400  1.689129906  11872.76400  0.835708998  11872.76400  1.198453279  11872.76400  0.952598253  11872.76400  1.214767991  11872.76400  1.277648528  11872.76400  1.183312559  11872.76400  1.674413960
 11873.41800  0.839083416  11873.41800  0.886352966  11873.41800  1.400442218  11873.41800  0.952714825  11873.41800  1.137745785  11873.41800  0.705305213  11873.41800  1.019471005  11873.41800  1.171670945  11873.41800  0.496778655  11873.41800  1.239389293  11873.41800  1.088870705  11873.41800  0.812605269  11873.41800  1.178524311  11873.41800  1.579062872  11873.41800  0.828859165  11873.41800  1.159371041  11873.41800  0.983321044  11873.41800  1.145450645  11873.41800  1.217351613  11873.41800  1.062667492  11873.41800  1.504550845
 11874.10800  0.886094954  11874.10800  0.893224774  11874.10800  1.497059324  11874.10800  0.944119600  11874.10800  1.123657429  11874.10800  0.704319858  11874.10800  1.091314868  11874.10800  1.185144013  11874.10800  0.562869319  11874.10800  1.282181668  11874.10800  1.041766628  11874.10800  0.801750409  11874.10800  1.166237677  11874.10800  1.489782866  11874.10800  0.834193959  11874.10800  1.111870827  11874.10800  0.996843921  11874.10800  1.091935703  11874.10800  1.129671646  11874.10800  0.971323834  11874.10800  1.392267384
 11874.83600  0.954956136  11874.83600  0.907982062  11874.83600  1.565276547  11874.83600  0.948821892  11874.83600  1.103424460  11874.83600  0.732082500  11874.83600  1.098671017  11874.83600  1.233736250  11874.83600  0.659528679  11874.83600  1.313776082  11874.83600  1.080030485  11874.83600  0.780471751  11874.83600  1.199151761  11874.83600  1.443509168  11874.83600  0.849129541  11874.83600  1.066640682  11874.83600  0.994937782  11874.83600  1.057141275  11874.83600  1.043070579  11874.83600  0.912482503  11874.83600  1.315907283
 11875.60200  1.012672218  11875.60200  0.913928149  11875.60200  1.623102113  11875.60200  0.956347086  11875.60200  1.078768732  11875.60200  0.783187083  11875.60200  1.057680010  11875.60200  1.287327446  11875.60200  0.748349185  11875.60200  1.303920032  11875.60200  1.142820842  11875.60200  0.778232855  11875.60200  1.214387250  11875.60200  1.430609631  11875.60200  0.870771523  11875.60200  1.034316114  11875.60200  0.981615540  11875.60200  1.039473540  11875.60200  0.976015019  11875.60200  0.875316071  11875.60200  1.256060921
 11876.40500  1.043624578  11876.40500  0.903015626  11876.40500  1.663225181  11876.40500  0.953959547  11876.40500  1.057894220  11876.40500  0.843678876  11876.40500  1.027742555  11876.40500  1.273450511  11876.40500  0.809501816  11876.40500  1.234141719  11876.40500  1.177735022  11876.40500  0.800344388  11876.40500  1.163985390  11876.40500  1.431568761  11876.40500  0.893271678  11876.40500  1.018198156  11876.40500  0.961690258  11876.40500  1.033856482  11876.40500  0.930178167  11876.40500  0.847581925  11876.40500  1.208957907
 11877.24500  1.053367706  11877.24500  0.886489851  11877.24500  1.679287141  11877.24500  0.927946431  11877.24500  1.055535400  11877.24500  0.889084865  11877.24500  1.036988895  11877.24500  1.172110321  11877.24500  0.856834873  11877.24500  1.137413808  11877.24500  1.185516657  11877.24500  0.826609964  11877.24500  1.070997932  11877.24500  1.433776188  11877.24500  0.912792211  11877.24500  1.012009958  11877.24500  0.940021788  11877.24500  1.034603386  11877.24500  0.895612655  11877.24500  0.828088316  11877.24500  1.173571552
 11878.12200  1.046972971  11878.12200  0.871701651  11878.12200  1.683923604  11878.12200  0.886469444  11878.12200  1.080968302  11878.12200  0.891924082  11878.12200  1.069863419  11878.12200  1.056702917  11878.12200  0.897938268  11878.12200  1.059034022  11878.12200  1.192353483  11878.12200  0.848480056  11878.12200  0.989930025  11878.12200  1.437772832  11878.12200  0.930596832  11878.12200  1.007861618  11878.12200  0.925713587  11878.12200  1.037174995  11878.12200  0.867240840  11878.12200  0.827925414  11878.12200  1.146793282
 11879.03700  1.035108686  11879.03700  0.856390788  11879.03700  1.698674077  11879.03700  0.859316899  11879.03700  1.131940471  11879.03700  0.855113200  11879.03700  1.106576175  11879.03700  0.975708906  11879.03700  0.929144998  11879.03700  1.011535247  11879.03700  1.212043022  11879.03700  0.878972083  11879.03700  0.964838105  11879.03700  1.445715424  11879.03700  0.948814890  11879.03700  1.004272589  11879.03700  0.929405204  11879.03700  1.039715300  11879.03700  0.854595806  11879.03700  0.857066436  11879.03700  1.126353919
 11879.98900  1.027170943  11879.98900  0.844238104  11879.98900  1.734988474  11879.98900  0.858810843  11879.98900  1.200397186  11879.98900  0.816991861  11879.98900  1.136240815  11879.98900  0.930642439  11879.98900  0.959670641  11879.98900  0.985298766  11879.98900  1.254091249  11879.98900  0.924187953  11879.98900  1.018038666  11879.98900  1.453482837  11879.98900  0.966155290  11879.98900  1.003369097  11879.98900  0.951389981  11879.98900  1.042697742  11879.98900  0.868880626  11879.98900  0.910468813  11879.98900  1.110421714
 11880.97800  1.027384896  11880.97800  0.845101092  11880.97800  1.805551830  11880.97800  0.876607209  11880.97800  1.270430995  11880.97800  0.803877862  11880.97800  1.151286597  11880.97800  0.916275335  11880.97800  1.004686404  11880.97800  0.974607042  11880.97800  1.305020984  11880.97800  0.974533060  11880.97800  1.152313330  11880.97800  1.459593883  11880.97800  0.979466040  11880.97800  1.004862627  11880.97800  0.981885527  11880.97800  1.047263234  11880.97800  0.908341919  11880.97800  0.967076271  11880.97800  1.099091232
 11882.00500  1.029827435  11882.00500  0.859811709  11882.00500  1.898932369  11882.00500  0.894330771  11882.00500  1.315157958  11882.00500  0.813795028  11882.00500  1.152353442  11882.00500  0.927050409  11882.00500  1.049893215  11882.00500  0.981067682  11882.00500  1.328693364  11882.00500  1.012576391  11882.00500  1.319929030  11882.00500  1.464092622  11882.00500  0.987285304  11882.00500  1.005706216  11882.00500  1.006740184  11882.00500  1.050502451  11882.00500  0.959494685  11882.00500  1.004025533  11882.00500  1.090180823
 11883.06900  1.022700899  11883.06900  0.882200476  11883.06900  1.897547199  11883.06900  0.905033082  11883.06900  1.309791954  11883.06900  0.833632232  11883.06900  1.140961436  11883.06900  0.951980487  11883.06900  1.049179995  11883.06900  1.001464242  11883.06900  1.312977748  11883.06900  1.025936846  11883.06900  1.417265008  11883.06900  1.453617533  11883.06900  0.990866974  11883.06900  1.003331636  11883.06900  1.013847609  11883.06900  1.045643946  11883.06900  1.004084993  11883.06900  1.012532152  11883.06900  1.072660198
 11884.17100  1.012277732  11884.17100  0.911403607  11884.17100  1.682395535  11884.17100  0.919272765  11884.17100  1.258087335  11884.17100  0.860654182  11884.17100  1.114174632  11884.17100  0.976539919  11884.17100  1.005877995  11884.17100  1.029849029  11884.17100  1.264423348  11884.17100  1.027705273  11884.17100  1.408514737  11884.17100  1.409304125  11884.17100  0.995383099  11884.17100  0.997296170  11884.17100  1.005838698  11884.17100  1.030864047  11884.17100  1.026022358  11884.17100  0.997703533  11884.17100  1.042947038
 11885.31000  1.012306547  11885.31000  0.944499540  11885.31000  1.417728107  11885.31000  0.940565182  11885.31000  1.185475710  11885.31000  0.901633026  11885.31000  1.078189137  11885.31000  0.989370031  11885.31000  0.978696675  11885.31000  1.056086395  11885.31000  1.205283753  11885.31000  1.021464157  11885.31000  1.347219585  11885.31000  1.332182256  11885.31000  1.006135564  11885.31000  0.992368274  11885.31000  0.999414092  11885.31000  1.014816314  11885.31000  1.025120674  11885.31000  0.977750503  11885.31000  1.013916861
 11886.48600  1.013661194  11886.48600  0.971063508  11886.48600  1.264722950  11886.48600  0.962253115  11886.48600  1.110999047  11886.48600  0.945863748  11886.48600  1.040464067  11886.48600  0.992437499  11886.48600  0.964928423  11886.48600  1.067812529  11886.48600  1.156423965  11886.48600  1.009993919  11886.48600  1.274316715  11886.48600  1.238598229  11886.48600  1.018925906  11886.48600  0.993327019  11886.48600  1.000845282  11886.48600  1.009413461  11886.48600  1.010515497  11886.48600  0.974811166  11886.48600  0.996070119
 11887.69900  1.006202896  11887.69900  0.990297344  11887.69900  1.162026939  11887.69900  0.979998317  11887.69900  1.051347364  11887.69900  0.982359549  11887.69900  1.002337944  11887.69900  0.994802442  11887.69900  0.959669246  11887.69900  1.067627649  11887.69900  1.097196650  11887.69900  0.998519148  11887.69900  1.199622974  11887.69900  1.144816791  11887.69900  1.022881352  11887.69900  0.995410138  11887.69900  1.002260658  11887.69900  1.009731247  11887.69900  0.994187566  11887.69900  0.985296611  11887.69900  0.995740644
 11888.95000  0.995380236  11888.95000  1.004689803  11888.95000  1.048747903  11888.95000  0.995308396  11888.95000  1.014367203  11888.95000  1.009352687  11888.95000  0.970152447  11888.95000  0.997601670  11888.95000  0.963344572  11888.95000  1.061660267  11888.95000  1.030175241  11888.95000  0.992947230  11888.95000  1.117149648  11888.95000  1.061998044  11888.95000  1.015261864  11888.95000  0.996320588  11888.95000  1.002135563  11888.95000  1.007901662  11888.95000  0.986880446  11888.95000  0.998394367  11888.95000  1.006863841
 11890.23800  0.986770957  11890.23800  1.015529786  11890.23800  0.950591743  11890.23800  1.008518507  11890.23800  0.994171247  11890.23800  1.024261465  11890.23800  0.947695680  11890.23800  0.999971902  11890.23800  0.977415620  11890.23800  1.052036399  11890.23800  0.967677487  11890.23800  0.996703286  11890.23800  1.022776664  11890.23800  1.004266197  11890.23800  1.003492431  11890.23800  0.996542268  11890.23800  1.001376186  11890.23800  1.003785602  11890.23800  0.986880829  11890.23800  1.010955498  11890.23800  1.014213306
 11891.56400  0.982849170  11891.56400  1.023217152  11891.56400  0.892715131  11891.56400  1.018813852  11891.56400  0.980593989  11891.56400  1.027984571  11891.56400  0.938936915  11891.56400  1.001339433  11891.56400  1.002967361  11891.56400  1.039803819  11891.56400  0.916716093  11891.56400  1.007456955  11891.56400  0.924795648  11891.56400  0.986790016  11891.56400  0.992561523  11891.56400  0.996700081  11891.56400  1.000149271  11891.56400  0.998529508  11891.56400  0.991923915  11891.56400  1.020596008  11891.56400  1.014509639
 11892.92700  0.984211447  11892.92700  1.028132905  11892.92700  0.840123527  11892.92700  1.025439311  11892.92700  0.962123672  11892.92700  1.023894011  11892.92700  0.947551611  11892.92700  1.002196993  11892.92700  1.035359423  11892.92700  1.027771621  11892.92700  0.878249387  11892.92700  1.016631157  11892.92700  0.842374811  11892.92700  0.990333194  11892.92700  0.984410673  11892.92700  0.997334167  11892.92700  0.997957476  11892.92700  0.993263009  11892.92700  0.999597691  11892.92700  1.024788776  11892.92700  1.008870722
 11894.32700  0.990269980  11894.32700  1.028955633  11894.32700  0.766205334  11894.32700  1.026809018  11894.32700  0.936317830  11894.32700  1.015881948  11894.32700  0.973947073  11894.32700  1.003138719  11894.32700  1.062856779  11894.32700  1.019049364  11894.32700  0.854603874  11894.32700  1.017301230  11894.32700  0.786926318  11894.32700  0.976003444  11894.32700  0.984292302  11894.32700  0.998937846  11894.32700  0.994623601  11894.32700  0.988905567  11894.32700  1.007181748  11894.32700  1.022604809  11894.32700  1.000669650
 11895.76400  0.999791986  11895.76400  1.023606869  11895.76400  0.720386697  11895.76400  1.022063004  11895.76400  0.914126446  11895.76400  1.008452873  11895.76400  1.013748122  11895.76400  1.004442208  11895.76400  1.073862962  11895.76400  1.015548859  11895.76400  0.851752640  11895.76400  1.009646293  11895.76400  0.760421436  11895.76400  0.919452286  11895.76400  0.993426107  11895.76400  1.001611729  11895.76400  0.991771538  11895.76400  0.986169354  11895.76400  1.012078208  11895.76400  1.015780896  11895.76400  0.993058450
 11897.23900  1.010127600  11897.23900  1.010959047  11897.23900  0.754224866  11897.23900  1.012751242  11897.23900  0.905456095  11897.23900  1.004263404  11897.23900  1.057795367  11897.23900  1.005643447  11897.23900  1.061645765  11897.23900  1.017653868  11897.23900  0.875647197  11897.23900  0.997830700  11897.23900  0.762676481  11897.23900  0.862271337  11897.23900  1.001085507  11897.23900  1.005240208  11897.23900  0.991427592  11897.23900  0.985634209  11897.23900  1.013134193  11897.23900  1.006816378  11897.23900  0.987604344
 11898.75100  1.018092932  11898.75100  0.993652279  11898.75100  0.865912506  11898.75100  1.002627709  11898.75100  0.914784532  11898.75100  1.004433958  11898.75100  1.091733037  11898.75100  1.006188054  11898.75100  1.032834238  11898.75100  1.023948709  11898.75100  0.927524436  11898.75100  0.985945265  11898.75100  0.791348997  11898.75100  0.882326340  11898.75100  0.999361531  11898.75100  1.009312562  11898.75100  0.994577187  11898.75100  0.987392436  11898.75100  1.011092450  11898.75100  0.997115232  11898.75100  0.985184195
 11900.30100  1.022134608  11900.30100  0.975757742  11900.30100  1.028689838  11900.30100  0.994920736  11900.30100  0.943194635  11900.30100  1.006634438  11900.30100  1.102164195  11900.30100  1.005983244  11900.30100  1.002554498  11900.30100  1.032111681  11900.30100  1.000703166  11900.30100  0.976519944  11900.30100  0.844781847  11900.30100  0.959189653  11900.30100  0.994500475  11900.30100  1.012972568  11900.30100  1.000316476  11900.30100  0.991063252  11900.30100  1.007579562  11900.30100  0.987521492  11900.30100  0.985722678
 11901.88800  1.021927465  11901.88800  0.961242671  11901.88800  1.195510845  11901.88800  0.991323631  11901.88800  0.987971181  11901.88800  1.005444941  11901.88800  1.085785329  11901.88800  1.005028585  11901.88800  0.982326679  11901.88800  1.040670394  11901.88800  1.082104511  11901.88800  0.971029204  11901.88800  0.922748764  11901.88800  0.987039468  11901.88800  0.991823606  11901.88800  1.015110979  11901.88800  1.005988897  11901.88800  0.995971910  11901.88800  1.004204263  11901.88800  0.979713919  11901.88800  0.988452979
 11903.51200  1.016953935  11903.51200  0.953073763  11903.51200  1.289184918  11903.51200  0.991631898  11903.51200  1.038464089  11903.51200  0.997447379  11903.51200  1.048903200  11903.51200  1.003273998  11903.51200  0.974491302  11903.51200  1.049572136  11903.51200  1.150503142  11903.51200  0.970390793  11903.51200  1.020679127  11903.51200  0.987739026  11903.51200  0.990345286  11903.51200  1.014742017  11903.51200  1.009561548  11903.51200  1.001243738  11903.51200  1.001651095  11903.51200  0.975870777  11903.51200  0.991854872
 11905.17300  1.007249152  11905.17300  0.953209527  11905.17300  1.266440397  11905.17300  0.994240140  11905.17300  1.078216628  11905.17300  0.985443206  11905.17300  1.003631748  11905.17300  1.000824947  11905.17300  0.975262042  11905.17300  1.059110494  11905.17300  1.179814166  11905.17300  0.975291677  11905.17300  1.114067781  11905.17300  0.998923543  11905.17300  0.989916844  11905.17300  1.011647387  11905.17300  1.010829642  11905.17300  1.006095745  11905.17300  0.999534121  11905.17300  0.977176922  11905.17300  0.994713180
 11906.87200  0.994612823  11906.87200  0.961954042  11906.87200  1.169039518  11906.87200  0.996326560  11906.87200  1.094658859  11906.87200  0.975579834  11906.87200  0.962646746  11906.87200  0.998221886  11906.87200  0.980165478  11906.87200  1.068714646  11906.87200  1.157243486  11906.87200  0.985948244  11906.87200  1.169743842  11906.87200  1.016366934  11906.87200  0.991755915  11906.87200  1.006230602  11906.87200  1.010487622  11906.87200  1.009831331  11906.87200  0.997001429  11906.87200  0.983104897  11906.87200  0.996774364
 11908.60800  0.982653324  11908.60800  0.977611593  11908.60800  1.061801706  11908.60800  0.995333424  11908.60800  1.086599755  11908.60800  0.971933942  11908.60800  0.935405354  11908.60800  0.996010847  11908.60800  0.985412906  11908.60800  1.076908131  11908.60800  1.096366446  11908.60800  1.002063371  11908.60800  1.183230724  11908.60800  1.034814741  11908.60800  0.996716946  11908.60800  0.999599269  11908.60800  1.008649843  11908.60800  1.011997198  11908.60800  0.994018247  11908.60800  0.992019098  11908.60800  0.998862602
 11910.38200  0.975465428  11910.38200  0.997983655  11910.38200  0.980467915  11910.38200  0.990980119  11910.38200  1.062679070  11910.38200  0.975425911  11910.38200  0.926416723  11910.38200  0.994493762  11910.38200  0.989020471  11910.38200  1.081784712  11910.38200  1.026444659  11910.38200  1.020954045  11910.38200  1.180198008  11910.38200  1.056236001  11910.38200  1.004316096  11910.38200  0.993083066  11910.38200  1.004367294  11910.38200  1.012364659  11910.38200  0.991479758  11910.38200  1.001842396  11910.38200  1.001971814
 11912.19300  0.975670483  11912.19300  1.020499936  11912.19300  0.939167624  11912.19300  0.986287564  11912.19300  1.033978736  11912.19300  0.984618534  11912.19300  0.934217616  11912.19300  0.993454975  11912.19300  0.991063618  11912.19300  1.081264982  11912.19300  0.967087982  11912.19300  1.036344248  11912.19300  1.170773850  11912.19300  1.081732743  11912.19300  1.012502354  11912.19300  0.987588028  11912.19300  0.997615140  11912.19300  1.010571954  11912.19300  0.990549266  11912.19300  1.010798178  11912.19300  1.006433192
