 X1  As_mp_1238842    X2       As_mp_1182332    X3       As_mp_1096826    X4           As_mp_158    X5             As_mp_10    X6        As_mp_11    X7         CdAs_mp_7373    X8  Cd3As2_cod4337945    X9         CdAs2_mp_471    X10   CdAs3_mp_1183659    X11   Cd3As_mp_1183587    X12       TeAs_mp_10051    X13 Te3As2_mp_484    X14   TeAs2_mp_1217320    X15   As2Se_mp_1228838    X16 As2Se3_mp_909    X17 As2Se3_mp_1078443    X18 As4Se3_mp_1194350    X19   AsCl3_cod4317526    X20 AsCl3_mp_23280    X21 AsCl3O_mp_29863 
 11867.36900  1.285854496  11867.36900  0.591599117  11867.36900  0.984262702  11867.36900  0.862532999  11867.36900  1.491403197  11867.36900  0.912745804  11867.36900  0.845788251  11867.36900  0.819624894  11867.36900  0.897878832  11867.36900  1.383670390  11867.36900  0.832999370  11867.36900  1.253001446  11867.36900  0.514219664  11867.36900  0.248545413  11867.36900  0.536051249  11867.36900  0.647239173  11867.36900  0.485937691  11867.36900  0.894057734  11867.36900  0.935612452  11867.36900  1.005681804  11867.36900  1.281046882
 11867.99500  1.587094020  11867.99500  0.787539592  11867.99500  1.251164850  11867.99500  1.048726788  11867.99500  1.856527048  11867.99500  1.155087682  11867.99500  1.113759497  11867.99500  1.133415573  11867.99500  1.121824263  11867.99500  1.629610774  11867.99500  1.075080873  11867.99500  1.393662880  11867.99500  0.610534659  11867.99500  0.406840174  11867.99500  0.839258873  11867.99500  0.849907817  11867.99500  0.571010591  11867.99500  1.144380701  11867.99500  1.089012401  11867.99500  1.223288735  11867.99500  1.685336667
 11868.62200  1.676665588  11868.62200  0.937736818  11868.62200  1.380118770  11868.62200  1.097854160  11868.62200  2.020011686  11868.62200  1.277469827  11868.62200  1.242760535  11868.62200  1.327282105  11868.62200  1.177839044  11868.62200  1.605258167  11868.62200  1.238181570  11868.62200  1.312722741  11868.62200  0.662884847  11868.62200  0.644546493  11868.62200  1.123254971  11868.62200  1.011233174  11868.62200  0.606319282  11868.62200  1.300578828  11868.62200  1.131221599  11868.62200  1.352932677  11868.62200  1.971843833
 11869.24900  1.588862306  11869.24900  1.062788565  11869.24900  1.368390722  11869.24900  1.077188126  11869.24900  2.011126619  11869.24900  1.307682637  11869.24900  1.268527510  11869.24900  1.379801934  11869.24900  1.135531069  11869.24900  1.388080993  11869.24900  1.356196965  11869.24900  1.112070987  11869.24900  0.713656383  11869.24900  0.889438412  11869.24900  1.273388725  11869.24900  1.127113127  11869.24900  0.637146814  11869.24900  1.374529042  11869.24900  1.165451549  11869.24900  1.440192423  11869.24900  2.153200247
 11869.87500  1.385017667  11869.87500  1.175897112  11869.87500  1.237493242  11869.87500  1.047644887  11869.87500  1.878150778  11869.87500  1.269361006  11869.87500  1.255183567  11869.87500  1.352809492  11869.87500  1.092088267  11869.87500  1.135672005  11869.87500  1.424682627  11869.87500  0.902146640  11869.87500  0.788018941  11869.87500  1.064607385  11869.87500  1.289588478  11869.87500  1.196088023  11869.87500  0.688193487  11869.87500  1.392571548  11869.87500  1.215903896  11869.87500  1.497955012  11869.87500  2.246010780
 11870.50200  1.130806812  11870.50200  1.265222971  11870.50200  1.032733906  11870.50200  1.036184424  11870.50200  1.669116640  11870.50200  1.179364432  11870.50200  1.231762262  11870.50200  1.292288768  11870.50200  1.097387069  11870.50200  0.966984197  11870.50200  1.408326332  11870.50200  0.758361737  11870.50200  0.887179062  11870.50200  1.163084087  11870.50200  1.239408725  11870.50200  1.226270555  11870.50200  0.759653197  11870.50200  1.373353921  11870.50200  1.267210848  11870.50200  1.521929672  11870.50200  2.216864882
 11871.12900  0.919625904  11871.12900  1.305018413  11871.12900  0.813854666  11871.12900  1.046322412  11871.12900  1.432565257  11871.12900  1.051380372  11871.12900  1.201735502  11871.12900  1.208285761  11871.12900  1.144490190  11871.12900  0.905779294  11871.12900  1.295977937  11871.12900  0.705061229  11871.12900  0.985557472  11871.12900  1.197201308  11871.12900  1.168414883  11871.12900  1.232786813  11871.12900  0.840700143  11871.12900  1.325069379  11871.12900  1.310982121  11871.12900  1.495299573  11871.12900  2.054638194
 11871.75500  0.809367468  11871.75500  1.292720704  11871.75500  0.638963882  11871.75500  1.072491808  11871.75500  1.206890521  11871.75500  0.921740652  11871.75500  1.165868967  11871.75500  1.105161317  11871.75500  1.191008988  11871.75500  0.922039048  11871.75500  1.157500134  11871.75500  0.726450047  11871.75500  1.048302035  11871.75500  1.182503678  11871.75500  1.105377564  11871.75500  1.226969874  11871.75500  0.916081713  11871.75500  1.256606515  11871.75500  1.342038723  11871.75500  1.408775541  11871.75500  1.823744437
 11872.38200  0.794622095  11872.38200  1.254823397  11872.38200  0.532471019  11872.38200  1.109278593  11872.38200  1.004501103  11872.38200  0.830431820  11872.38200  1.129820422  11872.38200  1.004080574  11872.38200  1.196623437  11872.38200  0.976012265  11872.38200  1.046126847  11872.38200  0.802375241  11872.38200  1.069575599  11872.38200  1.135852229  11872.38200  1.059922906  11872.38200  1.211360848  11872.38200  0.978115105  11872.38200  1.181487803  11872.38200  1.353050933  11872.38200  1.279378697  11872.38200  1.597242779
 11872.76400  0.829153507  11872.76400  1.233298020  11872.76400  0.512802451  11872.76400  1.134684736  11872.76400  0.915122741  11872.76400  0.809167158  11872.76400  1.111186914  11872.76400  0.952703692  11872.76400  1.178744889  11872.76400  1.003356358  11872.76400  1.000074059  11872.76400  0.863444552  11872.76400  1.067781373  11872.76400  1.101113597  11872.76400  1.041594535  11872.76400  1.193382100  11872.76400  1.003737580  11872.76400  1.140057537  11872.76400  1.331623629  11872.76400  1.198218025  11872.76400  1.487887141
 11873.41800  0.904984249  11873.41800  1.213771711  11873.41800  0.523497011  11873.41800  1.176279711  11873.41800  0.822410324  11873.41800  0.811506120  11873.41800  1.091897960  11873.41800  0.899434175  11873.41800  1.143825818  11873.41800  1.017734817  11873.41800  0.953148508  11873.41800  0.954942081  11873.41800  1.059660474  11873.41800  1.044311601  11873.41800  1.021188197  11873.41800  1.154788335  11873.41800  1.034179435  11873.41800  1.079367445  11873.41800  1.266693442  11873.41800  1.076373637  11873.41800  1.346613231
 11874.10800  0.968680137  11874.10800  1.225695617  11874.10800  0.591912299  11874.10800  1.216545678  11874.10800  0.804776453  11874.10800  0.856792685  11874.10800  1.090588459  11874.10800  0.885344175  11874.10800  1.123022324  11874.10800  0.987428169  11874.10800  0.950946326  11874.10800  1.021774758  11874.10800  1.045929046  11874.10800  1.000486704  11874.10800  1.016509455  11874.10800  1.107901776  11874.10800  1.046114339  11874.10800  1.033104275  11874.10800  1.173049778  11874.10800  0.983962793  11874.10800  1.254652777
 11874.83600  0.979541523  11874.83600  1.274197053  11874.83600  0.693513924  11874.83600  1.246313739  11874.83600  0.840419772  11874.83600  0.922452023  11874.83600  1.099399666  11874.83600  0.911817555  11874.83600  1.119155388  11874.83600  0.941785389  11874.83600  0.982394046  11874.83600  1.071402557  11874.83600  1.026508147  11874.83600  0.983100490  11874.83600  1.024148124  11874.83600  1.063254368  11874.83600  1.041440870  11874.83600  1.003916889  11874.83600  1.080474843  11874.83600  0.924203238  11874.83600  1.193504007
 11875.60200  0.950814524  11875.60200  1.327862950  11875.60200  0.786476275  11875.60200  1.237204609  11875.60200  0.891551308  11875.60200  0.977796853  11875.60200  1.096195492  11875.60200  0.971183581  11875.60200  1.118678308  11875.60200  0.922912598  11875.60200  1.000995138  11875.60200  1.114924786  11875.60200  1.003011244  11875.60200  0.986291086  11875.60200  1.040320736  11875.60200  1.031326625  11875.60200  1.024467445  11875.60200  0.990349683  11875.60200  1.008298287  11875.60200  0.886213546  11875.60200  1.146571720
 11876.40500  0.931284664  11876.40500  1.311105965  11876.40500  0.849217628  11876.40500  1.171890065  11876.40500  0.925598665  11876.40500  1.008295753  11876.40500  1.070341372  11876.40500  1.043596330  11876.40500  1.105127149  11876.40500  0.938468795  11876.40500  0.971270529  11876.40500  1.147807030  11876.40500  0.983087677  11876.40500  0.998195095  11876.40500  1.057356264  11876.40500  1.015372391  11876.40500  1.000363525  11876.40500  0.987781500  11876.40500  0.958280906  11876.40500  0.857690672  11876.40500  1.110614163
 11877.24500  0.944048664  11877.24500  1.203076512  11877.24500  0.896838004  11877.24500  1.081301087  11877.24500  0.942969097  11877.24500  1.019108387  11877.24500  1.036809088  11877.24500  1.094189711  11877.24500  1.060758737  11877.24500  0.959692237  11877.24500  0.910234241  11877.24500  1.166112228  11877.24500  0.980466261  11877.24500  1.011144744  11877.24500  1.070227116  11877.24500  1.009208170  11877.24500  0.974345509  11877.24500  0.991039562  11877.24500  0.920021969  11877.24500  0.837438967  11877.24500  1.084738260
 11878.12200  0.976306138  11878.12200  1.080353967  11878.12200  0.937620545  11878.12200  1.007930540  11878.12200  0.959849824  11878.12200  1.014944913  11878.12200  1.005400515  11878.12200  1.083808906  11878.12200  0.996197340  11878.12200  0.974445802  11878.12200  0.858146610  11878.12200  1.177622986  11878.12200  1.003794589  11878.12200  1.025436284  11878.12200  1.080652848  11878.12200  1.005061149  11878.12200  0.956176151  11878.12200  0.995992632  11878.12200  0.888216522  11878.12200  0.836608467  11878.12200  1.066271793
 11879.03700  1.011782275  11879.03700  0.993523125  11879.03700  0.967582066  11879.03700  0.963535431  11879.03700  0.984753776  11879.03700  1.005721835  11879.03700  0.973143614  11879.03700  1.016646547  11879.03700  0.950101465  11879.03700  1.001356605  11879.03700  0.847552741  11879.03700  1.195625050  11879.03700  1.050987682  11879.03700  1.042356323  11879.03700  1.091485430  11879.03700  1.001473788  11879.03700  0.957261108  11879.03700  1.000948439  11879.03700  0.872845578  11879.03700  0.865225847  11879.03700  1.053263621
 11879.98900  1.041505665  11879.98900  0.944177617  11879.98900  0.996782596  11879.98900  0.939092434  11879.98900  1.023501098  11879.98900  1.000168339  11879.98900  0.944983988  11879.98900  0.947459477  11879.98900  0.938506384  11879.98900  1.049222105  11879.98900  0.894910876  11879.98900  1.227158209  11879.98900  1.114559941  11879.98900  1.059360943  11879.98900  1.101086092  11879.98900  1.000542553  11879.98900  0.977929739  11879.98900  1.006323672  11879.98900  0.885642651  11879.98900  0.918225768  11879.98900  1.044125624
 11880.97800  1.059234558  11880.97800  0.926875026  11880.97800  1.041765935  11880.97800  0.929238019  11880.97800  1.067668149  11880.97800  1.002206905  11880.97800  0.934057597  11880.97800  0.913841130  11880.97800  0.950638048  11880.97800  1.104422281  11880.97800  1.002248867  11880.97800  1.280033678  11880.97800  1.179715047  11880.97800  1.075517474  11880.97800  1.105342630  11880.97800  1.001984601  11880.97800  1.007715177  11880.97800  1.013143734  11880.97800  0.924782196  11880.97800  0.974445516  11880.97800  1.038919556
 11882.00500  1.065478145  11882.00500  0.935827994  11882.00500  1.086969408  11882.00500  0.935480404  11882.00500  1.094784015  11882.00500  1.006324554  11882.00500  0.941505318  11882.00500  0.913012231  11882.00500  0.962705966  11882.00500  1.142140440  11882.00500  1.134265535  11882.00500  1.347190104  11882.00500  1.221438384  11882.00500  1.090827750  11882.00500  1.102366938  11882.00500  1.002799179  11882.00500  1.031467803  11882.00500  1.018758342  11882.00500  0.976161620  11882.00500  1.010905463  11882.00500  1.035766275
 11883.06900  1.061457358  11883.06900  0.959589469  11883.06900  1.082184809  11883.06900  0.954802102  11883.06900  1.097242224  11883.06900  1.001541586  11883.06900  0.959196374  11883.06900  0.926341587  11883.06900  0.965760765  11883.06900  1.144802741  11883.06900  1.214335541  11883.06900  1.356046747  11883.06900  1.216668869  11883.06900  1.097147918  11883.06900  1.093890194  11883.06900  1.000457346  11883.06900  1.036235203  11883.06900  1.017004480  11883.06900  1.020692993  11883.06900  1.018779244  11883.06900  1.025218253
 11884.17100  1.044741050  11884.17100  0.983017089  11884.17100  1.031056661  11884.17100  0.981623854  11884.17100  1.079044041  11884.17100  0.993685142  11884.17100  0.986024356  11884.17100  0.949972229  11884.17100  0.973536274  11884.17100  1.131158947  11884.17100  1.215969898  11884.17100  1.233165735  11884.17100  1.168917035  11884.17100  1.083023840  11884.17100  1.086800828  11884.17100  0.994524510  11884.17100  1.024846947  11884.17100  1.006216641  11884.17100  1.041548381  11884.17100  1.003203164  11884.17100  1.004197969
 11885.31000  1.020391150  11885.31000  0.994276943  11885.31000  0.997563484  11885.31000  1.006437408  11885.31000  1.053907003  11885.31000  0.995530870  11885.31000  1.018174248  11885.31000  0.993638893  11885.31000  0.990654739  11885.31000  1.106421968  11885.31000  1.178701103  11885.31000  1.079869419  11885.31000  1.101874614  11885.31000  1.049026043  11885.31000  1.088185405  11885.31000  0.989700797  11885.31000  1.015210239  11885.31000  0.994237878  11885.31000  1.038545629  11885.31000  0.982486215  11885.31000  0.983677792
 11886.48600  0.994511702  11886.48600  0.995434823  11886.48600  0.978776246  11886.48600  1.017644492  11886.48600  1.034696637  11886.48600  0.998584458  11886.48600  1.041857500  11886.48600  1.042133422  11886.48600  1.008538565  11886.48600  1.074647097  11886.48600  1.132752491  11886.48600  0.995592744  11886.48600  1.033285333  11886.48600  1.005012540  11886.48600  1.092558964  11886.48600  0.990696843  11886.48600  1.014058015  11886.48600  0.991872867  11886.48600  1.021254602  11886.48600  0.978884484  11886.48600  0.972604753
 11887.69900  0.968176695  11887.69900  0.995957071  11887.69900  0.969373968  11887.69900  1.017684291  11887.69900  1.008526738  11887.69900  0.993409684  11887.69900  1.056070845  11887.69900  1.079847724  11887.69900  1.021619061  11887.69900  1.043380651  11887.69900  1.085345093  11887.69900  0.942458277  11887.69900  0.978703799  11887.69900  0.960790569  11887.69900  1.085614189  11887.69900  0.992822061  11887.69900  1.012973186  11887.69900  0.994637040  11887.69900  1.002222567  11887.69900  0.988793791  11887.69900  0.976365895
 11888.95000  0.946574104  11888.95000  0.997043254  11888.95000  0.969839185  11888.95000  1.012305985  11888.95000  0.976919560  11888.95000  0.985066257  11888.95000  1.064169077  11888.95000  1.104315488  11888.95000  1.031902518  11888.95000  1.021135236  11888.95000  1.032022791  11888.95000  0.882880549  11888.95000  0.945453004  11888.95000  0.923083973  11888.95000  1.063789619  11888.95000  0.993815045  11888.95000  1.010336254  11888.95000  0.995374184  11888.95000  0.992701182  11888.95000  1.001348591  11888.95000  0.989759424
 11890.23800  0.932784835  11890.23800  0.997809923  11890.23800  0.981789300  11890.23800  1.003503741  11890.23800  0.947422336  11890.23800  0.978730904  11890.23800  1.067933635  11890.23800  1.111934441  11890.23800  1.039892522  11890.23800  1.012907499  11890.23800  0.969696947  11890.23800  0.832691678  11890.23800  0.928068704  11890.23800  0.900390144  11890.23800  1.036985198  11890.23800  0.994154423  11890.23800  1.007136351  11890.23800  0.993941945  11890.23800  0.990911350  11890.23800  1.013387712  11890.23800  0.999750063
 11891.56400  0.930045309  11891.56400  0.997673403  11891.56400  1.006427090  11891.56400  0.992260599  11891.56400  0.924304283  11891.56400  0.976696667  11891.56400  1.067950144  11891.56400  1.104047225  11891.56400  1.044588567  11891.56400  1.015461108  11891.56400  0.904463230  11891.56400  0.807400550  11891.56400  0.917106297  11891.56400  0.901857191  11891.56400  1.011863498  11891.56400  0.994457989  11891.56400  1.003567131  11891.56400  0.991368598  11891.56400  0.994494395  11891.56400  1.022518049  11891.56400  1.003513246
 11892.92700  0.941342708  11892.92700  0.997165527  11892.92700  1.038724176  11892.92700  0.981211506  11892.92700  0.908063066  11892.92700  0.979507868  11892.92700  1.064796954  11892.92700  1.085547206  11892.92700  1.045082990  11892.92700  1.016667834  11892.92700  0.850443960  11892.92700  0.785383488  11892.92700  0.901865999  11892.92700  0.915774899  11892.92700  0.991077527  11892.92700  0.995259869  11892.92700  0.999114905  11892.92700  0.988663281  11892.92700  1.000940636  11892.92700  1.026203616  11892.92700  1.001974402
 11894.32700  0.966981739  11894.32700  0.996922984  11894.32700  1.065921590  11894.32700  0.973273443  11894.32700  0.900050102  11894.32700  0.986608549  11894.32700  1.056784969  11894.32700  1.062060844  11894.32700  1.039385274  11894.32700  1.006749531  11894.32700  0.816033763  11894.32700  0.750197002  11894.32700  0.880092952  11894.32700  0.918536273  11894.32700  0.981650893  11894.32700  0.997048197  11894.32700  0.993607480  11894.32700  0.986645730  11894.32700  1.007416607  11894.32700  1.023514472  11894.32700  0.997987692
 11895.76400  1.003336563  11895.76400  0.997252694  11895.76400  1.075411969  11895.76400  0.970239810  11895.76400  0.903876217  11895.76400  0.996842727  11895.76400  1.041221554  11895.76400  1.040090082  11895.76400  1.026447997  11895.76400  0.986069034  11895.76400  0.802648345  11895.76400  0.732315693  11895.76400  0.862001001  11895.76400  0.895341762  11895.76400  0.985277447  11895.76400  0.999924219  11895.76400  0.988802522  11895.76400  0.985947040  11895.76400  1.011217407  11895.76400  1.016200380  11895.76400  0.994217691
 11897.23900  1.042851491  11897.23900  0.997687892  11897.23900  1.059886091  11897.23900  0.972470745  11897.23900  0.923138934  11897.23900  1.007737231  11897.23900  1.016673653  11897.23900  1.023496120  11897.23900  1.008346833  11897.23900  0.960674259  11897.23900  0.810113321  11897.23900  0.763535424  11897.23900  0.856835172  11897.23900  0.871335669  11897.23900  0.987853573  11897.23900  1.003776389  11897.23900  0.986888292  11897.23900  0.987078750  11897.23900  1.011149735  11897.23900  1.006777452  11897.23900  0.991975959
 11898.75100  1.073695386  11898.75100  0.997669279  11898.75100  1.026593668  11898.75100  0.978638013  11898.75100  0.958501942  11898.75100  1.016320206  11898.75100  0.986724411  11898.75100  1.013965998  11898.75100  0.990026124  11898.75100  0.936523637  11898.75100  0.836649380  11898.75100  0.842708828  11898.75100  0.868783105  11898.75100  0.893616322  11898.75100  0.979014172  11898.75100  1.008103549  11898.75100  0.988940782  11898.75100  0.990106934  11898.75100  1.008005844  11898.75100  0.996661464  11898.75100  0.991980030
 11900.30100  1.084828345  11900.30100  0.997118635  11900.30100  0.992038573  11900.30100  0.986563811  11900.30100  1.005720057  11900.30100  1.021137415  11900.30100  0.956849303  11900.30100  1.008253134  11900.30100  0.975742904  11900.30100  0.917340410  11900.30100  0.880990075  11900.30100  0.953304906  11900.30100  0.898876517  11900.30100  0.949760669  11900.30100  0.967102425  11900.30100  1.012064565  11900.30100  0.994010716  11900.30100  0.994669695  11900.30100  1.003501694  11900.30100  0.986704930  11900.30100  0.994136302
 11901.88800  1.073499708  11901.88800  0.996055162  11901.88800  0.968799472  11901.88800  0.994866708  11901.88800  1.056573915  11901.88800  1.021875028  11901.88800  0.932396155  11901.88800  0.998717682  11901.88800  0.967771717  11901.88800  0.905352830  11901.88800  0.942918743  11901.88800  1.066261164  11901.88800  0.944607167  11901.88800  0.975610225  11901.88800  0.959248551  11901.88800  1.014568614  11901.88800  0.999273314  11901.88800  1.000136037  11901.88800  0.999336132  11901.88800  0.978599973  11901.88800  0.997757259
 11903.51200  1.044856784  11903.51200  0.994446252  11903.51200  0.959454553  11903.51200  1.003497218  11903.51200  1.097791149  11903.51200  1.018040866  11903.51200  0.917380987  11903.51200  0.980570502  11903.51200  0.965924164  11903.51200  0.901992185  11903.51200  1.019010432  11903.51200  1.133920814  11903.51200  0.996082147  11903.51200  0.984347747  11903.51200  0.954241443  11903.51200  1.014646783  11903.51200  1.002571398  11903.51200  1.005694040  11903.51200  0.996240599  11903.51200  0.974540647  11903.51200  1.001512570
 11905.17300  1.008817781  11905.17300  0.992422024  11905.17300  0.959908422  11905.17300  1.012730709  11905.17300  1.113082617  11905.17300  1.009656458  11905.17300  0.914482795  11905.17300  0.957896446  11905.17300  0.968197033  11905.17300  0.908363237  11905.17300  1.091105355  11905.17300  1.129555960  11905.17300  1.038003157  11905.17300  0.998707305  11905.17300  0.951978747  11905.17300  1.012086429  11905.17300  1.003706598  11905.17300  1.010614614  11905.17300  0.993826799  11905.17300  0.975722559  11905.17300  1.004331741
 11906.87200  0.975761942  11906.87200  0.990567448  11906.87200  0.965318041  11906.87200  1.022031836  11906.87200  1.094397424  11906.87200  0.998384202  11906.87200  0.924184623  11906.87200  0.939553180  11906.87200  0.971011976  11906.87200  0.924903366  11906.87200  1.134638922  11906.87200  1.078913275  11906.87200  1.058694236  11906.87200  1.016070951  11906.87200  0.954167030  11906.87200  1.007287977  11906.87200  1.003444463  11906.87200  1.014246768  11906.87200  0.991219310  11906.87200  0.981620216  11906.87200  1.005964773
 11908.60800  0.953421907  11908.60800  0.989472959  11908.60800  0.971587141  11908.60800  1.030015348  11908.60800  1.050043048  11908.60800  0.987567473  11908.60800  0.944318723  11908.60800  0.931452465  11908.60800  0.971135500  11908.60800  0.951319586  11908.60800  1.146250309  11908.60800  1.021954727  11908.60800  1.057067439  11908.60800  1.033187897  11908.60800  0.962036027  11908.60800  1.001345054  11908.60800  1.001929700  11908.60800  1.016159564  11908.60800  0.988398187  11908.60800  0.990594456  11908.60800  1.007081375
 11910.38200  0.945464133  11910.38200  0.989476014  11910.38200  0.976586600  11910.38200  1.034893170  11910.38200  0.998047714  11910.38200  0.981002144  11910.38200  0.972049984  11910.38200  0.935001607  11910.38200  0.968289679  11910.38200  0.983919565  11910.38200  1.144861134  11910.38200  0.980709789  11910.38200  1.041194233  11910.38200  1.051188443  11910.38200  0.975048868  11910.38200  0.995570813  11910.38200  0.998168721  11910.38200  1.016125710  11910.38200  0.986317097  11910.38200  1.000562384  11910.38200  1.008495033
 11912.19300  0.950647077  11912.19300  0.990372982  11912.19300  0.980430343  11912.19300  1.034714438  11912.19300  0.950458977  11912.19300  0.981113432  11912.19300  1.004051426  11912.19300  0.948249437  11912.19300  0.966477263  11912.19300  1.013880972  11912.19300  1.137903712  11912.19300  0.963861695  11912.19300  1.021413255  11912.19300  1.070670098  11912.19300  0.990596404  11912.19300  0.990860337  11912.19300  0.992157704  11912.19300  1.013796895  11912.19300  0.986210125  11912.19300  1.009743227  11912.19300  1.010453438
